Unnamed: 0,FileName,Time Recorded,Tool bounding box,Phase
13562,191S7__13562.jpg,464.31,[],IOL Insertion
13563,191S7__13563.jpg,464.34,[],IOL Insertion
13564,191S7__13564.jpg,464.38,[],IOL Insertion
13565,191S7__13565.jpg,464.41,[],IOL Insertion
13566,191S7__13566.jpg,464.44,[],IOL Insertion
13567,191S7__13567.jpg,464.48,[],IOL Insertion
13568,191S7__13568.jpg,464.51,[],IOL Insertion
13569,191S7__13569.jpg,464.55,[],IOL Insertion
13570,191S7__13570.jpg,464.58,[],IOL Insertion
13571,191S7__13571.jpg,464.61,[],IOL Insertion
13572,191S7__13572.jpg,464.65,[],IOL Insertion
13573,191S7__13573.jpg,464.68,[],IOL Insertion
13574,191S7__13574.jpg,464.72,[],IOL Insertion
13575,191S7__13575.jpg,464.75,[],IOL Insertion
13576,191S7__13576.jpg,464.79,[],IOL Insertion
13577,191S7__13577.jpg,464.82,[],IOL Insertion
13578,191S7__13578.jpg,464.85,[],IOL Insertion
13579,191S7__13579.jpg,464.89,[],IOL Insertion
13580,191S7__13580.jpg,464.92,[],IOL Insertion
13581,191S7__13581.jpg,464.96,[],IOL Insertion
13582,191S7__13582.jpg,464.99,[],IOL Insertion
13583,191S7__13583.jpg,465.03,[],IOL Insertion
13584,191S7__13584.jpg,465.06,[],IOL Insertion
13585,191S7__13585.jpg,465.09,[],IOL Insertion
13586,191S7__13586.jpg,465.13,[],IOL Insertion
13587,191S7__13587.jpg,465.16,[],IOL Insertion
13588,191S7__13588.jpg,465.2,[],IOL Insertion
13589,191S7__13589.jpg,465.23,[],IOL Insertion
13590,191S7__13590.jpg,465.27,[],IOL Insertion
13591,191S7__13591.jpg,465.3,[],IOL Insertion
13592,191S7__13592.jpg,465.33,[],IOL Insertion
13593,191S7__13593.jpg,465.37,[],IOL Insertion
13594,191S7__13594.jpg,465.4,[],IOL Insertion
13595,191S7__13595.jpg,465.44,[],IOL Insertion
13596,191S7__13596.jpg,465.47,[],IOL Insertion
13597,191S7__13597.jpg,465.51,[],IOL Insertion
13598,191S7__13598.jpg,465.54,[],IOL Insertion
13599,191S7__13599.jpg,465.57,[],IOL Insertion
13600,191S7__13600.jpg,465.61,[],IOL Insertion
13601,191S7__13601.jpg,465.64,[],IOL Insertion
13602,191S7__13602.jpg,465.68,[],IOL Insertion
13603,191S7__13603.jpg,465.71,[],IOL Insertion
13604,191S7__13604.jpg,465.74,[],IOL Insertion
13605,191S7__13605.jpg,465.78,[],IOL Insertion
13606,191S7__13606.jpg,465.81,[],IOL Insertion
13607,191S7__13607.jpg,465.85,[],IOL Insertion
13608,191S7__13608.jpg,465.88,[],IOL Insertion
13609,191S7__13609.jpg,465.92,[],IOL Insertion
13610,191S7__13610.jpg,465.95,[],IOL Insertion
13611,191S7__13611.jpg,465.98,[],IOL Insertion
13612,191S7__13612.jpg,466.02,[],IOL Insertion
13613,191S7__13613.jpg,466.05,[],IOL Insertion
13614,191S7__13614.jpg,466.09,[],IOL Insertion
13615,191S7__13615.jpg,466.12,[],IOL Insertion
13616,191S7__13616.jpg,466.15,[],IOL Insertion
13617,191S7__13617.jpg,466.19,[],IOL Insertion
13618,191S7__13618.jpg,466.22,[],IOL Insertion
13619,191S7__13619.jpg,466.26,[],IOL Insertion
13620,191S7__13620.jpg,466.29,[],IOL Insertion
13621,191S7__13621.jpg,466.33,[],IOL Insertion
13622,191S7__13622.jpg,466.36,[],IOL Insertion
13623,191S7__13623.jpg,466.39,[],IOL Insertion
13624,191S7__13624.jpg,466.43,[],IOL Insertion
13625,191S7__13625.jpg,466.46,[],IOL Insertion
13626,191S7__13626.jpg,466.5,[],IOL Insertion
13627,191S7__13627.jpg,466.53,[],IOL Insertion
13628,191S7__13628.jpg,466.57,[],IOL Insertion
13629,191S7__13629.jpg,466.6,[],IOL Insertion
13630,191S7__13630.jpg,466.64,[],IOL Insertion
13631,191S7__13631.jpg,466.67,[],IOL Insertion
13632,191S7__13632.jpg,466.7,[],IOL Insertion
13633,191S7__13633.jpg,466.74,[],IOL Insertion
13634,191S7__13634.jpg,466.77,[],IOL Insertion
13635,191S7__13635.jpg,466.81,[],IOL Insertion
13636,191S7__13636.jpg,466.84,[],IOL Insertion
13637,191S7__13637.jpg,466.87,[],IOL Insertion
13638,191S7__13638.jpg,466.91,[],IOL Insertion
13639,191S7__13639.jpg,466.94,[],IOL Insertion
13640,191S7__13640.jpg,466.98,[],IOL Insertion
13641,191S7__13641.jpg,467.01,[],IOL Insertion
13642,191S7__13642.jpg,467.05,[],IOL Insertion
13643,191S7__13643.jpg,467.08,[],IOL Insertion
13644,191S7__13644.jpg,467.11,[],IOL Insertion
13645,191S7__13645.jpg,467.15,[],IOL Insertion
13646,191S7__13646.jpg,467.18,[],IOL Insertion
13647,191S7__13647.jpg,467.22,[],IOL Insertion
13648,191S7__13648.jpg,467.25,[],IOL Insertion
13649,191S7__13649.jpg,467.29,[],IOL Insertion
13650,191S7__13650.jpg,467.32,[],IOL Insertion
13651,191S7__13651.jpg,467.35,[],IOL Insertion
13652,191S7__13652.jpg,467.39,[],IOL Insertion
13653,191S7__13653.jpg,467.42,[],IOL Insertion
13654,191S7__13654.jpg,467.46,[],IOL Insertion
13655,191S7__13655.jpg,467.49,[],IOL Insertion
13656,191S7__13656.jpg,467.52,[],IOL Insertion
13657,191S7__13657.jpg,467.56,[],IOL Insertion
13658,191S7__13658.jpg,467.59,[],IOL Insertion
13659,191S7__13659.jpg,467.63,[],IOL Insertion
13660,191S7__13660.jpg,467.66,[],IOL Insertion
13661,191S7__13661.jpg,467.7,[],IOL Insertion
13662,191S7__13662.jpg,467.73,[],IOL Insertion
13663,191S7__13663.jpg,467.76,[],IOL Insertion
13664,191S7__13664.jpg,467.8,[],IOL Insertion
13665,191S7__13665.jpg,467.83,[],IOL Insertion
13666,191S7__13666.jpg,467.87,[],IOL Insertion
13667,191S7__13667.jpg,467.9,[],IOL Insertion
13668,191S7__13668.jpg,467.93,[],IOL Insertion
13669,191S7__13669.jpg,467.97,[],IOL Insertion
13670,191S7__13670.jpg,468,[],IOL Insertion
13671,191S7__13671.jpg,468.04,[],IOL Insertion
13672,191S7__13672.jpg,468.07,[],IOL Insertion
13673,191S7__13673.jpg,468.11,[],IOL Insertion
13674,191S7__13674.jpg,468.14,[],IOL Insertion
13675,191S7__13675.jpg,468.17,[],IOL Insertion
13676,191S7__13676.jpg,468.21,[],IOL Insertion
13677,191S7__13677.jpg,468.24,[],IOL Insertion
13678,191S7__13678.jpg,468.28,[],IOL Insertion
13679,191S7__13679.jpg,468.31,[],IOL Insertion
13680,191S7__13680.jpg,468.35,[],IOL Insertion
13681,191S7__13681.jpg,468.38,[],IOL Insertion
13682,191S7__13682.jpg,468.42,[],IOL Insertion
13683,191S7__13683.jpg,468.45,[],IOL Insertion
13684,191S7__13684.jpg,468.48,[],IOL Insertion
13685,191S7__13685.jpg,468.52,[],IOL Insertion
13686,191S7__13686.jpg,468.55,[],IOL Insertion
13687,191S7__13687.jpg,468.59,[],IOL Insertion
13688,191S7__13688.jpg,468.62,[],IOL Insertion
13689,191S7__13689.jpg,468.65,[],IOL Insertion
13690,191S7__13690.jpg,468.69,[],IOL Insertion
13691,191S7__13691.jpg,468.72,[],IOL Insertion
13692,191S7__13692.jpg,468.76,[],IOL Insertion
13693,191S7__13693.jpg,468.79,[],IOL Insertion
13694,191S7__13694.jpg,468.83,[],IOL Insertion
13695,191S7__13695.jpg,468.86,[],IOL Insertion
13696,191S7__13696.jpg,468.89,[],IOL Insertion
13697,191S7__13697.jpg,468.93,[],IOL Insertion
13698,191S7__13698.jpg,468.96,[],IOL Insertion
13699,191S7__13699.jpg,469,[],IOL Insertion
13700,191S7__13700.jpg,469.03,[],IOL Insertion
13701,191S7__13701.jpg,469.07,[],IOL Insertion
13702,191S7__13702.jpg,469.1,[],IOL Insertion
13703,191S7__13703.jpg,469.13,[],IOL Insertion
13704,191S7__13704.jpg,469.17,[],IOL Insertion
13705,191S7__13705.jpg,469.2,[],IOL Insertion
13706,191S7__13706.jpg,469.24,[],IOL Insertion
13707,191S7__13707.jpg,469.27,[],IOL Insertion
13708,191S7__13708.jpg,469.3,[],IOL Insertion
13709,191S7__13709.jpg,469.34,[],IOL Insertion
13710,191S7__13710.jpg,469.37,[],IOL Insertion
13711,191S7__13711.jpg,469.41,[],IOL Insertion
13712,191S7__13712.jpg,469.44,[],IOL Insertion
13713,191S7__13713.jpg,469.48,[],IOL Insertion
13714,191S7__13714.jpg,469.51,[],IOL Insertion
13715,191S7__13715.jpg,469.54,[],IOL Insertion
13716,191S7__13716.jpg,469.58,[],IOL Insertion
13717,191S7__13717.jpg,469.61,[],IOL Insertion
13718,191S7__13718.jpg,469.65,[],IOL Insertion
13719,191S7__13719.jpg,469.68,[],IOL Insertion
13720,191S7__13720.jpg,469.72,[],IOL Insertion
13721,191S7__13721.jpg,469.75,[],IOL Insertion
13722,191S7__13722.jpg,469.78,[],IOL Insertion
13723,191S7__13723.jpg,469.82,[],IOL Insertion
13724,191S7__13724.jpg,469.85,[],IOL Insertion
13725,191S7__13725.jpg,469.89,[],IOL Insertion
13726,191S7__13726.jpg,469.92,[],IOL Insertion
13727,191S7__13727.jpg,469.95,[],IOL Insertion
13728,191S7__13728.jpg,469.99,[],IOL Insertion
13729,191S7__13729.jpg,470.02,[],IOL Insertion
13730,191S7__13730.jpg,470.06,[],IOL Insertion
13731,191S7__13731.jpg,470.09,[],IOL Insertion
13732,191S7__13732.jpg,470.13,[],IOL Insertion
13733,191S7__13733.jpg,470.16,[],IOL Insertion
13734,191S7__13734.jpg,470.2,[],IOL Insertion
13735,191S7__13735.jpg,470.23,[],IOL Insertion
13736,191S7__13736.jpg,470.26,[],IOL Insertion
13737,191S7__13737.jpg,470.3,[],IOL Insertion
13738,191S7__13738.jpg,470.33,[],IOL Insertion
13739,191S7__13739.jpg,470.37,[],IOL Insertion
13740,191S7__13740.jpg,470.4,[],IOL Insertion
13741,191S7__13741.jpg,470.43,[],IOL Insertion
13742,191S7__13742.jpg,470.47,[],IOL Insertion
13743,191S7__13743.jpg,470.5,[],IOL Insertion
13744,191S7__13744.jpg,470.54,[],IOL Insertion
13745,191S7__13745.jpg,470.57,[],IOL Insertion
13746,191S7__13746.jpg,470.61,[],IOL Insertion
13747,191S7__13747.jpg,470.64,[],IOL Insertion
13748,191S7__13748.jpg,470.67,[],IOL Insertion
13749,191S7__13749.jpg,470.71,[],IOL Insertion
13750,191S7__13750.jpg,470.74,[],IOL Insertion
13751,191S7__13751.jpg,470.78,[],IOL Insertion
13752,191S7__13752.jpg,470.81,[],IOL Insertion
13753,191S7__13753.jpg,470.85,[],IOL Insertion
13754,191S7__13754.jpg,470.88,[],IOL Insertion
13755,191S7__13755.jpg,470.91,[],IOL Insertion
13756,191S7__13756.jpg,470.95,[],IOL Insertion
13757,191S7__13757.jpg,470.98,[],IOL Insertion
13758,191S7__13758.jpg,471.02,[],IOL Insertion
13759,191S7__13759.jpg,471.05,[],IOL Insertion
13760,191S7__13760.jpg,471.08,[],IOL Insertion
13761,191S7__13761.jpg,471.12,[],IOL Insertion
13762,191S7__13762.jpg,471.15,[],IOL Insertion
13763,191S7__13763.jpg,471.19,[],IOL Insertion
13764,191S7__13764.jpg,471.22,[],IOL Insertion
13765,191S7__13765.jpg,471.26,[],IOL Insertion
13766,191S7__13766.jpg,471.29,[],IOL Insertion
13767,191S7__13767.jpg,471.33,[],IOL Insertion
13768,191S7__13768.jpg,471.36,[],IOL Insertion
13769,191S7__13769.jpg,471.39,[],IOL Insertion
13770,191S7__13770.jpg,471.43,[],IOL Insertion
13771,191S7__13771.jpg,471.46,[],IOL Insertion
13772,191S7__13772.jpg,471.5,[],IOL Insertion
13773,191S7__13773.jpg,471.53,[],IOL Insertion
13774,191S7__13774.jpg,471.56,[],IOL Insertion
13775,191S7__13775.jpg,471.6,[],IOL Insertion
13776,191S7__13776.jpg,471.63,[],IOL Insertion
13777,191S7__13777.jpg,471.67,[],IOL Insertion
13778,191S7__13778.jpg,471.7,[],IOL Insertion
13779,191S7__13779.jpg,471.73,[],IOL Insertion
13780,191S7__13780.jpg,471.77,[],IOL Insertion
13781,191S7__13781.jpg,471.8,[],IOL Insertion
13782,191S7__13782.jpg,471.84,[],IOL Insertion
13783,191S7__13783.jpg,471.87,[],IOL Insertion
13784,191S7__13784.jpg,471.91,[],IOL Insertion
13785,191S7__13785.jpg,471.94,[],IOL Insertion
13786,191S7__13786.jpg,471.98,[],IOL Insertion
13787,191S7__13787.jpg,472.01,[],IOL Insertion
13788,191S7__13788.jpg,472.04,[],IOL Insertion
13789,191S7__13789.jpg,472.08,[],IOL Insertion
13790,191S7__13790.jpg,472.11,[],IOL Insertion
13791,191S7__13791.jpg,472.15,[],IOL Insertion
13792,191S7__13792.jpg,472.18,[],IOL Insertion
13793,191S7__13793.jpg,472.21,[],IOL Insertion
13794,191S7__13794.jpg,472.25,[],IOL Insertion
13795,191S7__13795.jpg,472.28,[],IOL Insertion
13796,191S7__13796.jpg,472.32,[],IOL Insertion
13797,191S7__13797.jpg,472.35,[],IOL Insertion
13798,191S7__13798.jpg,472.39,[],IOL Insertion
13799,191S7__13799.jpg,472.42,[],IOL Insertion
13800,191S7__13800.jpg,472.45,[],IOL Insertion
13801,191S7__13801.jpg,472.49,[],IOL Insertion
13802,191S7__13802.jpg,472.52,[],IOL Insertion
13803,191S7__13803.jpg,472.56,[],IOL Insertion
13804,191S7__13804.jpg,472.59,[],IOL Insertion
13805,191S7__13805.jpg,472.62,[],IOL Insertion
13806,191S7__13806.jpg,472.66,[],IOL Insertion
13807,191S7__13807.jpg,472.69,[],IOL Insertion
13808,191S7__13808.jpg,472.73,[],IOL Insertion
13809,191S7__13809.jpg,472.76,[],IOL Insertion
13810,191S7__13810.jpg,472.8,[],IOL Insertion
13811,191S7__13811.jpg,472.83,[],IOL Insertion
13812,191S7__13812.jpg,472.86,[],IOL Insertion
13813,191S7__13813.jpg,472.9,[],IOL Insertion
13814,191S7__13814.jpg,472.93,[],IOL Insertion
13815,191S7__13815.jpg,472.97,[],IOL Insertion
13816,191S7__13816.jpg,473,[],IOL Insertion
13817,191S7__13817.jpg,473.04,[],IOL Insertion
13818,191S7__13818.jpg,473.07,[],IOL Insertion
13819,191S7__13819.jpg,473.11,[],IOL Insertion
13820,191S7__13820.jpg,473.14,[],IOL Insertion
13821,191S7__13821.jpg,473.17,[],IOL Insertion
13822,191S7__13822.jpg,473.21,[],Nothing
13823,191S7__13823.jpg,473.24,[],Nothing
13824,191S7__13824.jpg,473.28,[],Nothing
13825,191S7__13825.jpg,473.31,[],Nothing
13826,191S7__13826.jpg,473.34,[],Nothing
13827,191S7__13827.jpg,473.38,[],Nothing
13828,191S7__13828.jpg,473.41,[],Nothing
13829,191S7__13829.jpg,473.45,[],Nothing
13830,191S7__13830.jpg,473.48,[],Nothing
13831,191S7__13831.jpg,473.52,[],Nothing
13832,191S7__13832.jpg,473.55,[],Nothing
13833,191S7__13833.jpg,473.58,[],Nothing
13834,191S7__13834.jpg,473.62,[],Nothing
13835,191S7__13835.jpg,473.65,[],Nothing
13836,191S7__13836.jpg,473.69,[],Nothing
13837,191S7__13837.jpg,473.72,[],Nothing
13838,191S7__13838.jpg,473.76,[],Nothing
13839,191S7__13839.jpg,473.79,[],Nothing
13840,191S7__13840.jpg,473.82,[],Nothing
13841,191S7__13841.jpg,473.86,[],Nothing
13842,191S7__13842.jpg,473.89,[],Nothing
13843,191S7__13843.jpg,473.93,[],Nothing
13844,191S7__13844.jpg,473.96,[],Nothing
13845,191S7__13845.jpg,473.99,[],Nothing
13846,191S7__13846.jpg,474.03,[],Nothing
13847,191S7__13847.jpg,474.06,[],Nothing
13848,191S7__13848.jpg,474.1,[],Nothing
13849,191S7__13849.jpg,474.13,[],Nothing
13850,191S7__13850.jpg,474.17,[],Nothing
13851,191S7__13851.jpg,474.2,[],Nothing
13852,191S7__13852.jpg,474.23,[],Nothing
13853,191S7__13853.jpg,474.27,[],Nothing
13854,191S7__13854.jpg,474.3,[],Nothing
13855,191S7__13855.jpg,474.34,[],Nothing
13856,191S7__13856.jpg,474.37,[],Nothing
13857,191S7__13857.jpg,474.41,[],Nothing
13858,191S7__13858.jpg,474.44,[],Nothing
13859,191S7__13859.jpg,474.47,[],Nothing
13860,191S7__13860.jpg,474.51,[],Nothing
13861,191S7__13861.jpg,474.54,[],Nothing
13862,191S7__13862.jpg,474.58,[],Nothing
13863,191S7__13863.jpg,474.61,[],Nothing
13864,191S7__13864.jpg,474.64,[],Nothing
13865,191S7__13865.jpg,474.68,[],Nothing
13866,191S7__13866.jpg,474.71,[],Nothing
13867,191S7__13867.jpg,474.75,[],Nothing
13868,191S7__13868.jpg,474.78,[],Nothing
13869,191S7__13869.jpg,474.82,[],Nothing
13870,191S7__13870.jpg,474.85,[],Nothing
13871,191S7__13871.jpg,474.89,[],Nothing
13872,191S7__13872.jpg,474.92,[],Nothing
13873,191S7__13873.jpg,474.95,[],Nothing
13874,191S7__13874.jpg,474.99,[],Nothing
13875,191S7__13875.jpg,475.02,[],Nothing
13876,191S7__13876.jpg,475.06,[],Nothing
13877,191S7__13877.jpg,475.09,[],Nothing
13878,191S7__13878.jpg,475.12,[],Nothing
13879,191S7__13879.jpg,475.16,[],Nothing
13880,191S7__13880.jpg,475.19,[],Nothing
13881,191S7__13881.jpg,475.23,[],Nothing
13882,191S7__13882.jpg,475.26,[],Nothing
13883,191S7__13883.jpg,475.3,[],Nothing
13884,191S7__13884.jpg,475.33,[],Nothing
13885,191S7__13885.jpg,475.36,[],Nothing
13886,191S7__13886.jpg,475.4,[],Nothing
13887,191S7__13887.jpg,475.43,[],Nothing
13888,191S7__13888.jpg,475.47,[],Nothing
13889,191S7__13889.jpg,475.5,[],Nothing
13890,191S7__13890.jpg,475.54,[],Nothing
13891,191S7__13891.jpg,475.57,[],Nothing
13892,191S7__13892.jpg,475.6,[],Nothing
13893,191S7__13893.jpg,475.64,[],Nothing
13894,191S7__13894.jpg,475.67,[],Nothing
13895,191S7__13895.jpg,475.71,[],Nothing
13896,191S7__13896.jpg,475.74,[],Nothing
13897,191S7__13897.jpg,475.77,[],Nothing
13898,191S7__13898.jpg,475.81,[],Nothing
13899,191S7__13899.jpg,475.84,[],Nothing
13900,191S7__13900.jpg,475.88,[],Nothing
13901,191S7__13901.jpg,475.91,[],Nothing
13902,191S7__13902.jpg,475.95,[],Nothing
13903,191S7__13903.jpg,475.98,[],Nothing
13904,191S7__13904.jpg,476.02,[],Nothing
13905,191S7__13905.jpg,476.05,[],Nothing
13906,191S7__13906.jpg,476.08,[],Nothing
13907,191S7__13907.jpg,476.12,[],Nothing
13908,191S7__13908.jpg,476.15,[],Nothing
13909,191S7__13909.jpg,476.19,[],Nothing
13910,191S7__13910.jpg,476.22,[],Nothing
13911,191S7__13911.jpg,476.25,[],Nothing
13912,191S7__13912.jpg,476.29,[],Nothing
13913,191S7__13913.jpg,476.32,[],Nothing
13914,191S7__13914.jpg,476.36,[],Nothing
13915,191S7__13915.jpg,476.39,[],Nothing
13916,191S7__13916.jpg,476.42,[],Nothing
13917,191S7__13917.jpg,476.46,[],Nothing
13918,191S7__13918.jpg,476.49,[],Nothing
13919,191S7__13919.jpg,476.53,[],Nothing
13920,191S7__13920.jpg,476.56,[],Nothing
13921,191S7__13921.jpg,476.6,[],Nothing
13922,191S7__13922.jpg,476.63,[],Nothing
13923,191S7__13923.jpg,476.67,[],Nothing
13924,191S7__13924.jpg,476.7,[],Nothing
13925,191S7__13925.jpg,476.73,[],Nothing
13926,191S7__13926.jpg,476.77,[],Nothing
13927,191S7__13927.jpg,476.8,[],Nothing
13928,191S7__13928.jpg,476.84,[],Nothing
13929,191S7__13929.jpg,476.87,[],Nothing
13930,191S7__13930.jpg,476.9,[],Nothing
13931,191S7__13931.jpg,476.94,[],Nothing
13932,191S7__13932.jpg,476.97,[],Nothing
13933,191S7__13933.jpg,477.01,[],Nothing
13934,191S7__13934.jpg,477.04,[],Nothing
13935,191S7__13935.jpg,477.08,[],Nothing
13936,191S7__13936.jpg,477.11,[],Nothing
13937,191S7__13937.jpg,477.14,[],Nothing
13938,191S7__13938.jpg,477.18,[],Nothing
13939,191S7__13939.jpg,477.21,[],Nothing
13940,191S7__13940.jpg,477.25,[],Nothing
13941,191S7__13941.jpg,477.28,[],Nothing
13942,191S7__13942.jpg,477.32,[],Nothing
13943,191S7__13943.jpg,477.35,[],Nothing
13944,191S7__13944.jpg,477.38,[],Nothing
13945,191S7__13945.jpg,477.42,[],Nothing
13946,191S7__13946.jpg,477.45,[],Nothing
13947,191S7__13947.jpg,477.49,[],Nothing
13948,191S7__13948.jpg,477.52,[],Nothing
13949,191S7__13949.jpg,477.55,[],Nothing
13950,191S7__13950.jpg,477.59,[],Nothing
13951,191S7__13951.jpg,477.62,[],Nothing
13952,191S7__13952.jpg,477.66,[],Nothing
13953,191S7__13953.jpg,477.69,[],Nothing
13954,191S7__13954.jpg,477.73,[],Nothing
13955,191S7__13955.jpg,477.76,[],Nothing
13956,191S7__13956.jpg,477.8,[],Nothing
13957,191S7__13957.jpg,477.83,[],Nothing
13958,191S7__13958.jpg,477.86,[],Nothing
13959,191S7__13959.jpg,477.9,[],Nothing
13960,191S7__13960.jpg,477.93,[],Nothing
13961,191S7__13961.jpg,477.97,[],Nothing
13962,191S7__13962.jpg,478,[],Nothing
13963,191S7__13963.jpg,478.03,[],Nothing
13964,191S7__13964.jpg,478.07,[],Nothing
13965,191S7__13965.jpg,478.1,[],Nothing
13966,191S7__13966.jpg,478.14,[],Nothing
13967,191S7__13967.jpg,478.17,[],Nothing
13968,191S7__13968.jpg,478.2,[],Nothing
13969,191S7__13969.jpg,478.24,[],Nothing
13970,191S7__13970.jpg,478.27,[],Nothing
13971,191S7__13971.jpg,478.31,[],Nothing
13972,191S7__13972.jpg,478.34,[],Nothing
13973,191S7__13973.jpg,478.38,[],Nothing
13974,191S7__13974.jpg,478.41,[],Nothing
13975,191S7__13975.jpg,478.45,[],Nothing
13976,191S7__13976.jpg,478.48,[],Nothing
13977,191S7__13977.jpg,478.51,[],Nothing
13978,191S7__13978.jpg,478.55,[],Nothing
13979,191S7__13979.jpg,478.58,[],Nothing
13980,191S7__13980.jpg,478.62,[],Nothing
13981,191S7__13981.jpg,478.65,[],Nothing
13982,191S7__13982.jpg,478.68,[],Nothing
13983,191S7__13983.jpg,478.72,[],Nothing
13984,191S7__13984.jpg,478.75,[],Nothing
13985,191S7__13985.jpg,478.79,[],Nothing
13986,191S7__13986.jpg,478.82,[],Nothing
13987,191S7__13987.jpg,478.86,[],Nothing
13988,191S7__13988.jpg,478.89,[],Nothing
13989,191S7__13989.jpg,478.92,[],Nothing
13990,191S7__13990.jpg,478.96,[],Nothing
13991,191S7__13991.jpg,478.99,[],Nothing
13992,191S7__13992.jpg,479.03,[],Nothing
13993,191S7__13993.jpg,479.06,[],Nothing
13994,191S7__13994.jpg,479.1,[],Nothing
13995,191S7__13995.jpg,479.13,[],Nothing
13996,191S7__13996.jpg,479.16,[],Nothing
13997,191S7__13997.jpg,479.2,[],Nothing
13998,191S7__13998.jpg,479.23,[],Nothing
13999,191S7__13999.jpg,479.27,[],Nothing
14000,191S7__14000.jpg,479.3,[],Nothing
14001,191S7__14001.jpg,479.33,[],Nothing
14002,191S7__14002.jpg,479.37,[],Nothing
14003,191S7__14003.jpg,479.4,[],Nothing
14004,191S7__14004.jpg,479.44,[],Nothing
14005,191S7__14005.jpg,479.47,[],Nothing
14006,191S7__14006.jpg,479.51,[],Nothing
14007,191S7__14007.jpg,479.54,[],Nothing
14008,191S7__14008.jpg,479.58,[],Nothing
14009,191S7__14009.jpg,479.61,[],Nothing
14010,191S7__14010.jpg,479.64,[],Nothing
14011,191S7__14011.jpg,479.68,[],Nothing
14012,191S7__14012.jpg,479.71,[],Nothing
14013,191S7__14013.jpg,479.75,[],Nothing
14014,191S7__14014.jpg,479.78,[],Nothing
14015,191S7__14015.jpg,479.81,[],Nothing
14016,191S7__14016.jpg,479.85,[],Nothing
14017,191S7__14017.jpg,479.88,[],Nothing
14018,191S7__14018.jpg,479.92,[],Nothing
14019,191S7__14019.jpg,479.95,[],Nothing
14020,191S7__14020.jpg,479.99,[],Nothing
14021,191S7__14021.jpg,480.02,[],Nothing
14022,191S7__14022.jpg,480.05,[],Nothing
14023,191S7__14023.jpg,480.09,[],Nothing
14024,191S7__14024.jpg,480.12,[],Nothing
14025,191S7__14025.jpg,480.16,[],Nothing
14026,191S7__14026.jpg,480.19,[],Nothing
14027,191S7__14027.jpg,480.23,[],Nothing
14028,191S7__14028.jpg,480.26,[],Nothing
14029,191S7__14029.jpg,480.29,[],Nothing
14030,191S7__14030.jpg,480.33,[],Nothing
14031,191S7__14031.jpg,480.36,[],Nothing
14032,191S7__14032.jpg,480.4,[],Nothing
14033,191S7__14033.jpg,480.43,[],Nothing
14034,191S7__14034.jpg,480.46,[],Nothing
14035,191S7__14035.jpg,480.5,[],Nothing
14036,191S7__14036.jpg,480.53,[],Nothing
14037,191S7__14037.jpg,480.57,[],Nothing
14038,191S7__14038.jpg,480.6,[],Nothing
14039,191S7__14039.jpg,480.64,[],Nothing
14040,191S7__14040.jpg,480.67,[],Nothing
14041,191S7__14041.jpg,480.7,[],Nothing
14042,191S7__14042.jpg,480.74,[],Nothing
14043,191S7__14043.jpg,480.77,[],Nothing
14044,191S7__14044.jpg,480.81,[],Nothing
14045,191S7__14045.jpg,480.84,[],Nothing
14046,191S7__14046.jpg,480.88,[],Nothing
14047,191S7__14047.jpg,480.91,[],Nothing
14048,191S7__14048.jpg,480.94,[],Nothing
14049,191S7__14049.jpg,480.98,[],Nothing
14050,191S7__14050.jpg,481.01,[],Nothing
14051,191S7__14051.jpg,481.05,[],Nothing
14052,191S7__14052.jpg,481.08,[],Nothing
14053,191S7__14053.jpg,481.11,[],Nothing
14054,191S7__14054.jpg,481.15,[],Nothing
14055,191S7__14055.jpg,481.18,[],Nothing
14056,191S7__14056.jpg,481.22,[],Nothing
14057,191S7__14057.jpg,481.25,[],Nothing
14058,191S7__14058.jpg,481.29,[],Nothing
14059,191S7__14059.jpg,481.32,[],Nothing
14060,191S7__14060.jpg,481.36,[],Nothing
14061,191S7__14061.jpg,481.39,[],Nothing
14062,191S7__14062.jpg,481.42,[],Nothing
14063,191S7__14063.jpg,481.46,[],Nothing
14064,191S7__14064.jpg,481.49,[],Nothing
14065,191S7__14065.jpg,481.53,[],Nothing
14066,191S7__14066.jpg,481.56,[],Nothing
14067,191S7__14067.jpg,481.6,[],Nothing
14068,191S7__14068.jpg,481.63,[],Nothing
14069,191S7__14069.jpg,481.66,[],Nothing
14070,191S7__14070.jpg,481.7,[],Nothing
14071,191S7__14071.jpg,481.73,[],Nothing
14072,191S7__14072.jpg,481.77,[],Nothing
14073,191S7__14073.jpg,481.8,[],Nothing
14074,191S7__14074.jpg,481.83,[],Nothing
14075,191S7__14075.jpg,481.87,[],Nothing
14076,191S7__14076.jpg,481.9,[],Nothing
14077,191S7__14077.jpg,481.94,[],Nothing
14078,191S7__14078.jpg,481.97,[],Nothing
14079,191S7__14079.jpg,482.01,[],Nothing
14080,191S7__14080.jpg,482.04,[],Nothing
14081,191S7__14081.jpg,482.07,[],Nothing
14082,191S7__14082.jpg,482.11,[],Viscoelastic removed
14083,191S7__14083.jpg,482.14,[],Viscoelastic removed
14084,191S7__14084.jpg,482.18,[],Viscoelastic removed
14085,191S7__14085.jpg,482.21,[],Viscoelastic removed
14086,191S7__14086.jpg,482.24,[],Viscoelastic removed
14087,191S7__14087.jpg,482.28,[],Viscoelastic removed
